No,genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
78661,Jazz,Deca,Threshold,6oRF3DnH2ZIn1wdMx1pqF0,,0.135,0.701,137665,0.701,0.294,A#,0.122,-7.496,Minor,0.145,174.085,0.857
78662,Soundtrack,Trent Reznor and Atticus Ross,One Particular Moment,3iWh9Ion3RaWhrHvo0HvAG,,0.969,0.265,420797,0.0812,0.912,D,0.0754,-24.243,Major,0.0377,103.991,0.0282
78663,Electronic,Chris Lake,Drop Top,43aHul2NIsgDa7Zw42SRTE,,0.000221,0.764,266667,0.886,0.428,B,0.114,-5.692,Minor,0.0466,126.015,0.695
78664,Classical,Ludwig van Beethoven,"Sonata No. 7 in D Major, Op. 10, No. 3: III. Menuetto - Allegro - Trio",4n0sDUR5L1Appw011Uj9gs,,0.993,0.401,156173,0.0429,0.913,D,0.0982,-30.223,Major,0.0379,69.027,0.226
78665,Reggae,Zona Ganjah,El Sol,5yaY4UugmeOUjvQTwsyMml,,0.248,0.791,180526,0.848,0,E,0.222,-4.09,Minor,0.26,94.983,0.713
78666,Ska,Transplants,We Trusted You,6fA9aM9VD46RFTdf0E3MsT,,0.0055,0.636,275840,0.85,0,C,0.601,-4.005,Major,0.0671,139.73,0.638
78667,Reggaeton,Pasabordo,Celosa,304dF0uescIXo4SK7Uv8gB,,0.186,0.808,169160,0.696,0,G,0.0987,-4.564,Minor,0.105,92.02,0.883
78668,Soundtrack,Carter Burwell,Visitation,3BcxBYweGYLVVSU0cf4K4w,,0.966,0.244,89640,0.165,0.978,G,0.138,-17.881,Minor,0.0365,73.523,0.0378
78669,Electronic,UNKLE,The Other Side,2VZfJZpbS5btsMdn4HQE0m,,0.0112,0.444,249917,0.865,0.00000193,F#,0.271,-7.748,Minor,0.0712,84.016,0.31
78670,Movie,Shelby Flint,Our Town,37ooKJHy85wpPDb6mbTraW,,0.957,0.344,170627,0.222,0.00406,F,0.289,-12.807,Major,0.0386,141.186,0.352
78671,Opera,Jacques Offenbach,"Les contes d'Hoffmann, Act I: La! dors en paix (Live)",74FZd8vHF0U6uelWDXINTY,,0.952,0.421,103320,0.121,0,G,0.87,-29.549,Minor,0.156,55.897,0.281
78672,Electronic,Keys N Krates,Getaway (feat. Mickey Shiloh & Noah),2ogfjFHciNDr7kJf3LRsgN,,0.0112,0.522,183649,0.488,0.000316,C#,0.19,-7.771,Major,0.034,148.07,0.439
78673,Classical,Niccolò Paganini,"Paganini: 24 Caprices, Op. 1: No. 2 in B Minor",0wpOZujJdBsXPMFG4G4DLw,,0.977,0.557,164240,0.298,0.492,G,0.0843,-15.082,Major,0.0888,94.859,0.868
78674,Comedy,Adam Ferrara,I Got A Germ Thing,3TTvVJcwvUGWZRhNFDf2xr,,0.7,0.43,239125,0.949,0,F#,0.973,-9.097,Major,0.883,88.211,0.352
78675,Children's Music,Children Songs Company,Sleighride,2TGayW4LaurfKjCT0hHBZL,,0.993,0.581,132840,0.677,0,A#,0.679,-9.124,Major,0.953,152.979,0.613
78676,Folk,Sleeping At Last,Woodwork,5aA7MmzM4VV7QVWMpFhXqc,,0.548,0.191,236360,0.426,0.0174,F,0.079,-9.877,Minor,0.0375,86.934,0.0676
78677,Movie,Nathan Lane,The Frogs,5JDwEWzEHjRpRDIgDKTL5I,,0.647,0.677,446640,0.725,0,D#,0.0637,-6.172,Major,0.3,140.828,0.656
78678,Movie,Randy Newman,Yellow Man,1ByPvtzG2YZe9fDg03vGSF,,0.987,0.653,122920,0.243,0.123,C,0.141,-12.851,Major,0.0404,114.252,0.545
78679,Classical,Wolfgang Amadeus Mozart,"Violin Concerto No.3 In G, K.216: 2. Adagio (Cadenza: Robert Levin)",2CeaQuNmGJxxNkIprZ1MvI,,0.947,0.181,477500,0.0394,0.0414,D,0.0942,-28.233,Major,0.0457,88.024,0.146
78680,Jazz,Bobby Darin,Call Me Irresponsible,0Juciz8gOjrO89qw5KwQV5,,0.695,0.607,124560,0.347,0,G,0.121,-12.241,Major,0.0369,125.485,0.644
78681,Blues,The Who,Bell Boy,0DkCOLwvtxVPs3ri0XbDLK,,0.203,0.574,295467,0.796,0.0000019,F,0.133,-8.913,Minor,0.0806,129.229,0.266
78682,Movie,Frank Churchill,"It Could Even Happen to Flower - From ""Bambi""/Score",3FoHPS9RV347IHECud31Od,,0.847,0.378,119507,0.111,0.0027,F,0.0921,-20.042,Major,0.0354,102.735,0.51
78683,Folk,Simon & Garfunkel,The 59th Street Bridge Song (Feelin' Groovy),369zHCpe0wbPvHYIraUEla,,0.874,0.464,110307,0.291,0.00028,C#,0.963,-16.532,Major,0.0439,137.168,0.343
78684,Movie,Disney Studio Chorus,Lonely For My Love,4wNfc6q9Cm35fAbmFNHCQu,,0.579,0.358,166120,0.308,0,C,0.209,-10.297,Major,0.0302,104.51,0.269
78685,Movie,Debbie Davis,Hanging Up My Stockings - Debbie Davis,08RMxxHhTGGByBK4joGX8M,,0.808,0.347,273453,0.158,0.000174,G,0.174,-14.148,Major,0.0296,80.235,0.259
78686,Blues,Ray Charles,You Don't Know Me,6OzS0wbTMo9EepLStp7Xyn,,0.744,0.327,234013,0.427,0,D#,0.141,-8.952,Major,0.0387,186.717,0.283
78687,Soundtrack,John Carpenter,Fallen,6r9l1UQLPbGMikmMOj8EpV,,0.107,0.262,284453,0.423,0.94,C,0.0946,-8.492,Minor,0.0328,120.022,0.0398
78688,Alternative,Yuna,Forget About You,4Z6rzupjLzFdjR489LBqwj,,0.423,0.357,268267,0.489,0.00111,G,0.484,-7.544,Minor,0.0333,134.367,0.523
78689,Blues,Radio Moscow,Pick Up the Pieces,1qT7CBhIN0qyWPw18BP6AP,,0.891,0.367,200969,0.414,0.00387,F#,0.0736,-8.96,Major,0.0399,92.615,0.474
78690,Anime,Good Morning America,?????????,4giQx0MVRNE1mdTDcEPZnF,,0.0228,0.449,245373,0.845,0,G#,0.128,-3.052,Major,0.0544,148.03,0.626
78691,Electronic,Blur,London Loves - 2012 Remaster,78tsvl0m7A0F9UjEwv3POL,,0.0696,0.791,255453,0.698,0.00206,B,0.166,-6.765,Minor,0.0365,120.468,0.788
78692,Country,Martina McBride,Anyway,6IVjlFGclF83Y3A5WSnDSt,,0.179,0.523,284000,0.521,0.0000144,F,0.102,-6.756,Major,0.026,137.016,0.288
78693,Electronic,Yellow Claw,Both of Us - Mark Villa Remix,6tWoO3nOqEVaZsRQ3uQqG5,,0.0165,0.747,278663,0.727,0.0154,A,0.0298,-5.387,Minor,0.0434,125.975,0.527
78694,Comedy,Paul F. Tompkins,Beta Only,1d39jGm7UxtaFjb5aoZlIQ,,0.846,0.601,409480,0.359,0,D,0.783,-16.648,Major,0.923,105.334,0.3
78695,Jazz,Micatone,Handbrake,3wY8ASq5KukO1K1vazzAtF,,0.835,0.726,260240,0.442,0.424,C#,0.0901,-9.628,Minor,0.0357,120.99,0.592
78696,Reggae,The Green,Take Me On,2k4RiaKUxh40L3SuvBxSgV,,0.0424,0.775,204867,0.542,0,A,0.13,-9.822,Major,0.0993,144.996,0.964
78697,World,Bethel Music,Love Came Down,310LHd2kkz444djct5spfI,,0.0272,0.421,306880,0.659,0.00000126,B,0.755,-6.942,Major,0.0345,130.029,0.283
78698,Alternative,The White Stripes,I Just Don't Know What To Do With Myself,3oJRqdtk5Xc6mX5AdfUXgx,,0.659,0.405,166467,0.721,0,C,0.113,-8.232,Major,0.1,94.677,0.359
78699,Opera,Adolphe Adam,Giselle: Act I: Finale du 1er Acte et Scene de folie (Finale of Act 1 and Mad Scene),4n58HSjyoJUCcLQOVq8ocM,,0.751,0.271,581600,0.00636,0.101,E,0.144,-24.797,Minor,0.0422,137.41,0.0428
78700,Anime,?'s,Paradise Live,7MPwXVgspfBMLXe3RPmiBQ,,0.0764,0.629,311693,0.915,0,G,0.378,-4.363,Major,0.129,145.013,0.65
78701,Opera,Giuseppe Verdi,"Rigoletto, Act I: Giovanna, ho dei rimorsi",77UHG7hjXjdlC4Fd3MbpJ1,,0.942,0.326,182761,0.128,0,D,0.148,-17.784,Major,0.0666,71.223,0.134
78702,Jazz,Fabiano Do Nascimento,Ewe,50mijthH8crF7XahxaODRH,,0.463,0.656,256067,0.332,0.0473,C,0.306,-13.982,Major,0.057,112.715,0.89
78703,Alternative,The Goo Goo Dolls,Rebel Beat,0QXSKayRWtfxMKHJxVurkZ,,0.00852,0.493,214720,0.879,0,F#,0.253,-4.029,Major,0.0326,177.937,0.63
78704,Movie,Scatman Crothers,The Gal Looks Good,4XgergLFKK8DE7uiGCJgez,,0.435,0.587,150213,0.383,0,F,0.332,-12.446,Minor,0.295,199.23,0.77
78705,Blues,Chuck Willis,Hang up My Rock and Roll Shoes,1L6JGepB2558f8XSYsw36G,,0.655,0.632,139907,0.641,0,F,0.071,-7.647,Major,0.0659,131.476,0.923
78706,Country,Easton Corbin,Let Alone You,1IHAcQH5dZdDArc5D41ikc,,0.186,0.548,194973,0.555,0,F#,0.113,-9.876,Major,0.0359,163.985,0.293
78707,Blues,Bonnie Raitt,All Alone With Something To Say,67hnL3LuKs6JiphyY6SHgl,,0.778,0.583,191520,0.372,0.000366,D,0.0902,-10.036,Major,0.0328,166.047,0.359
78708,Alternative,for KING & COUNTRY,God Only Knows (Robin G. Acoustic Mix),5hvjm9xhVD2OpeWZp1Y48l,,0.638,0.662,210267,0.355,0,D,0.143,-8.04,Major,0.0349,144.081,0.439
78709,Movie,Leopold Stokowski,Tchaikovsky: Aurora's Wedding Ballet Music: Act III: Pas de Caratère - Chaperon Rouge et de Loup,7EJBxPBdOF8goNT026Lwyp,,0.943,0.454,68107,0.327,0.864,G,0.181,-20.669,Minor,0.0328,126.55,0.67
78710,Anime,GReeeeN,BE FREE,1GaSxcQ9kpC0cDmkUYq8pQ,,0.0784,0.619,278560,0.903,0,C#,0.143,-6.295,Major,0.0306,108.98,0.635
78711,Ska,Whole Wheat Bread,I Don't Give a F*ck,2ZDUTUgkWc5pEcitKrncEy,,0.164,0.536,173307,0.88,0,B,0.848,-6.258,Minor,0.315,100.4,0.684
78712,Soul,TENDER,Handmade Ego,5AMlVYdyGdCQxGrzSuQET5,,0.133,0.638,309640,0.754,0.0517,G,0.48,-5.174,Minor,0.0345,120.021,0.688
78713,Soundtrack,Antonio Pinto,Soul Inside,6JSmnfyxuatIFFHLBhnBeo,,0.486,0.0944,144187,0.267,0.958,C#,0.0968,-18.912,Minor,0.0446,87.533,0.0345
78714,Ska,NOFX,Juice Head - Live,0uh0WGneExO16JrZGW1mZ6,,0.0812,0.411,58853,0.646,0.00000748,G,0.584,-10.848,Major,0.35,99.142,0.564
78715,Soundtrack,Stephen Warbeck,The Pepper Story,0iZmtozPa2jhBJEMZqaU24,,0.923,0.0957,70172,0.0613,0.958,D#,0.355,-24.535,Major,0.0465,162.54,0.0407
78716,Ska,Screeching Weasel,It's All In My Head,08LbyOlUEFR6HXx1NcwlAC,,0.0000372,0.258,190400,0.959,0,A,0.399,-3.246,Major,0.0993,109.555,0.249
78717,Anime,Kenshi Yonezu,????,05fuWARtOqZgc1mzjf5l0C,,0.0347,0.369,262533,0.597,0.00000155,D,0.246,-4.41,Major,0.0357,179.877,0.772
78718,Movie,Randy Newman,Marcela/Agua Caliente,1FnjR497Ul0g5NZDV10Yy8,,0.868,0.337,142680,0.299,0.67,A,0.189,-15.753,Minor,0.043,150.634,0.443
78719,Country,Corb Lund,Rye Whiskey / Time to Switch to Whiskey,3veaE3NlbgiHo5SySyG2Bb,,0.411,0.494,278147,0.776,0,G,0.973,-8.257,Major,0.0835,116.241,0.645
78720,Soundtrack,Nino Rota,The Godfather - Sicilian Pastorale,0g8uaNYwWlZuSZX9Z17y55,,0.904,0.196,93067,0.0179,0.936,F,0.0732,-28.65,Major,0.0467,100.318,0.0368
78721,Electronic,Portishead,Humming - Live,0Xmg11Mt2C4V9J6PWw203q,,0.579,0.6,397267,0.6,0.0477,G,0.645,-8.607,Major,0.0378,74.124,0.0508
78722,Electronic,Thievery Corporation,Satyam Shivam Sundaram featuring Gunjan,6Kd3JJdzePZXCpbhgzpYLN,,0.0364,0.646,247400,0.358,0.0121,G,0.0734,-9.76,Minor,0.0314,89.478,0.189
78723,Comedy,Jim Florentine,Mr. Thurtn,3WzhWqdQMF5rcVueYBm8ik,,0.973,0.691,232657,0.433,0,C#,0.144,-16.523,Major,0.941,102.621,0.332
78724,Country,Deana Carter,How Do I Get There,34VnYs7xwpscz3DkbTMoHb,,0.211,0.694,249600,0.794,0,F,0.338,-6.611,Major,0.0289,97.622,0.667
78725,Reggae,Simplified,Bringin Me Down,6nsgyJhVlAYgNKo7cjgegi,,0.107,0.718,273480,0.942,0.00553,A#,0.133,-4.812,Minor,0.0285,126.01,0.963
78726,Soundtrack,John Powell,Death And Transfiguration,11p2vX1F8CHf5tvfuJJnsu,,0.574,0.124,235333,0.229,0.915,G,0.159,-13.657,Major,0.0351,78.412,0.0654
78727,Movie,Randy Newman,To The Dump,0zBSbznwIIZ8O18dhNDHjZ,,0.802,0.331,230800,0.56,0.665,G#,0.129,-8.99,Major,0.0486,137.117,0.0715
78728,World,Vertical Worship,Shout It Out,0x7mSmqqD8JOB2saTmouta,,0.00544,0.48,246467,0.939,0,A,0.959,-5.603,Major,0.129,138.018,0.277
78729,Blues,Steve Miller Band,Sugar Babe,2tzZuGqkF6tLcmCRkKAmMg,,0.51,0.422,274599,0.693,0.0743,E,0.369,-8.145,Major,0.0326,127.305,0.479
78730,Anime,Noriyuki Makihara,No.1 - 2012 Remaster,4dWwJ1kDkxR8oET3rgrale,,0.0561,0.679,293000,0.947,0,A#,0.288,-1.878,Minor,0.0317,120.021,0.947
78731,Alternative,DaniLeigh,Life,65TWxOzFQlUjwgl2MmLQBM,,0.262,0.908,140507,0.623,0.0000193,C,0.205,-6.754,Major,0.0648,129.968,0.576
78732,Soundtrack,Howard Shore,The Message,4SIVIUIGU7fxYUL9aVLDre,,0.953,0.217,276800,0.0324,0.791,B,0.109,-27.74,Minor,0.0411,120.057,0.11
78733,Blues,The Arcs,Everything You Do (You Do for You),6CPWqwD2hhbuaDRLA1Clu0,,0.716,0.595,187720,0.764,0.148,G,0.162,-10.262,Minor,0.29,99.581,0.614
78734,Alternative,Florence + The Machine,What The Water Gave Me,3RiOPzAvhNKuMIdPYOrKV8,,0.00764,0.479,333467,0.631,0.0000881,C,0.123,-6.303,Minor,0.0325,124.1,0.175
78735,Country,Upchurch,White Trash,7jJ3U6b3eU4MTZ4xSULSGe,,0.0876,0.749,189500,0.546,0,C,0.259,-8.05,Major,0.262,80.979,0.621
78736,Soundtrack,Marcelo Zarvos,Gabriel's Trumpet,3qhAMZGhdT3JCQkVAGJ0RL,,0.986,0.148,196280,0.0439,0.906,C,0.0744,-23.335,Minor,0.0324,72.942,0.052
78737,Electronic,Björk,Courtship,3BTFDG5WXYZtJmQIK5S3Xp,,0.805,0.383,284640,0.48,0.000102,C#,0.169,-7.644,Minor,0.098,132.38,0.287
78738,Jazz,Jordan Rakei,Rooftop,68Xy3N333FChK0Va2bNRoi,,0.848,0.301,198147,0.206,0.000222,C,0.109,-12.611,Minor,0.032,129.221,0.135
78739,Blues,Band Of Skulls,In Love by Default,6SofTyYM2Ewk6KF4QROHJq,,0.02,0.38,248578,0.847,0.00043,A,0.16,-4.492,Minor,0.0895,124.513,0.332
78740,Comedy,Matt Braunger,A Fleshy White Walnut,13bCjC5A9PLVDNpMQzqRZ1,,0.713,0.668,275231,0.627,0,A#,0.767,-12.202,Major,0.937,85.015,0.516
78741,Comedy,Kathleen Madigan,Denver,20QqjQgBmtIru8LwZaNYnC,,0.813,0.608,365560,0.213,0,A#,0.972,-27.415,Minor,0.938,116.797,0.315
78742,Classical,Frédéric Chopin,"Preludes, Op. 28: No. 2 in A Minor (Lento)",4lGGpwlLghYPj8zLR3PibL,,0.994,0.287,128440,0.0034,0.948,E,0.0631,-37.171,Minor,0.0473,95.443,0.0474
78743,Anime,Masaharu Fukuyama,Squall,33WyP0phGd5dOpXdEJxQ9s,,0.851,0.484,323067,0.269,0.00000526,E,0.0512,-11.998,Major,0.0343,69.706,0.442
78744,Opera,Franz Lehár,"The Merry Widow: Act II, ""Ich bitte, hier jetzt zu verweilen""",7IQB6esNDs0dCucHramUeB,,0.939,0.239,169560,0.46,0.0382,D,0.489,-8.219,Major,0.0401,165.199,0.402
78745,Classical,Howard Shore,The Tower Of Cirith Ungol,6dZ3PpoPcC7wtsoshGNXDo,,0.696,0.0834,281413,0.187,0.925,D,0.138,-20.036,Minor,0.036,69.195,0.0338
78746,Children's Music,Ibrary's Children's Music & Stories,Swing Down Chariot,7lp4NAQdX5pwU5uez8SKiJ,,0.496,0.814,93128,0.55,0,A#,0.215,-10.397,Major,0.144,134.342,0.953
78747,Comedy,Jim Breuer,Party In The Stomach,15VN7OAKaM649cHbdr8jrz,,0.0444,0.431,478920,0.521,0.00000187,G,0.689,-9.433,Minor,0.337,86.606,0.49
78748,Ska,Dwarves,The Dwarves Are Still The Best Band Ever,03QblNa20RzV47y7C2RnOr,,0.00339,0.455,103253,0.911,0.000483,G,0.566,-4.611,Major,0.059,87.98,0.656
78749,Comedy,Robert Schimmel,The AVN Awards,0GxVsDVmMuwOc0s4DoZioF,,0.892,0.57,319293,0.558,0.00000117,A,0.516,-18.028,Major,0.945,98.586,0.328
78750,Movie,Randy Newman,Follow the Flag,045udQunmP5YwkIvRrnWY2,,0.887,0.536,134507,0.0581,0.0000293,A,0.141,-21.482,Major,0.0439,72.047,0.343
78751,Soundtrack,Dario Marianelli,Wandering Jane,36SQrVxIeTBayrrFFyFTaB,,0.867,0.0832,181973,0.185,0.77,A#,0.586,-20.001,Major,0.0445,171.718,0.0358
78752,Reggae,Cultura Profética,Medley 1: Population Disorder / Tempestad Tranquila / Ideas Nuevas,34Qit2uEWUJJzeMb0ciQpi,,0.158,0.73,524707,0.844,0.00131,B,0.907,-3.909,Minor,0.0444,133.871,0.659
78753,Ska,Alton Ellis,If I Could Rule This World,6zcD2eP1im8km46JldYGQa,,0.731,0.6,147373,0.352,0.00301,D,0.0619,-10.783,Minor,0.0394,92.818,0.684
78754,Reggae,Bumpin Uglies,Hard Liquor,7DhdZ7Tr5jS5ZVCo1cCXSq,,0.00214,0.809,245440,0.826,0,G#,0.09,-4.583,Minor,0.22,157,0.888
78755,Comedy,Robert Kelly,Ring of Life,3DpM4Wb0TZqoeAQqos1qbI,,0.891,0.457,319208,0.563,0,F,0.74,-11.28,Minor,0.93,65.342,0.695
78756,Country,RaeLynn,Praying for Rain,3ptJ7m0qwmSb6699oXLKL9,,0.436,0.68,249093,0.454,0.0000415,C#,0.122,-7.088,Major,0.028,117.03,0.248
78757,Movie,Randy Newman,Shame,10w8lDdzRj6oT2XzRdQwDi,,0.623,0.521,294707,0.444,0.00000595,A,0.149,-10.077,Minor,0.122,103.497,0.279
78758,Classical,Andrea Bocelli,When I Fall In Love,7owtpDXwnPaZuBMvsHZTxm,,0.923,0.206,281559,0.288,0.000158,G#,0.135,-10.245,Major,0.0323,68.645,0.154
78759,Soul,Sam & Dave,"Hold On, I'm Coming",7MegHaQmRiJT5mBooAs3JQ,,0.235,0.689,155613,0.734,0.00122,F#,0.0978,-3.977,Major,0.0353,107.856,0.818
78760,Ska,Face To Face,123 Drop,0gBhau2i6oo0OXCa54pb4m,,0.000729,0.526,192277,0.854,0.00000286,E,0.0751,-5.358,Major,0.0314,141.982,0.746
78761,Comedy,John Heffron,Stuff Dad built,4MePY1x03prVVqGfT0qQA2,,0.702,0.514,71263,0.825,0,A,0.896,-9.688,Major,0.933,151.871,0.596
78762,Blues,ZZ Top,She Loves My Automobile,4AeZKrbiPqJuVrJvrngTkR,,0.395,0.574,143107,0.69,0,D,0.0589,-12.036,Major,0.0472,130.044,0.546
78763,Indie,Eyes on the Shore,Washed Away,6kzHdev57277EI4hniyGhK,,0.0229,0.557,225789,0.529,0.0107,D,0.0302,-4.965,Major,0.0297,76.01,0.658
78764,Blues,Cream,Outside Woman Blues,5BSN3UcARskPfzxA6YhJCM,,0.619,0.648,144933,0.491,0.0000404,A,0.284,-13.517,Major,0.0479,113.487,0.956
78765,Classical,Luigi Boccherini,"Flute Quintet in D Major, Op. 17 No. 1, G. 419: I. Allegro assai",5SHXblsh0F47caZbtj84Pw,,0.991,0.287,291000,0.046,0.783,D,0.097,-22.118,Major,0.0451,153.151,0.343
78766,Reggaeton,Tali,Gozza Gozza,1p0Xkym1KajRympIT6hMz8,,0.285,0.749,277153,0.827,0.00000165,B,0.0593,-5.742,Minor,0.061,127.011,0.69
78767,Reggae,SOJA,Morning - Live in Virginia,1W5cpmg14E9CfOeVYqN8nk,,0.00207,0.439,227133,0.645,0.0000546,F#,0.7,-9.305,Minor,0.157,75.43,0.451
78768,Blues,Muddy Waters,Hoochie Coochie Man - Live,4789JLZ8VZBD3NoEcpOrSi,,0.787,0.584,228000,0.399,0.0673,D,0.702,-10.115,Minor,0.0811,105.946,0.699
78769,Classical,Johannes Brahms,"4 Piano Pieces , Op. 119: IV. Rhapsodie in E-Flat Major (Allegro risoluto)",4OBDu91jCqMR1fCxJF6BwS,,0.99,0.473,307027,0.164,0.792,G#,0.169,-19.871,Major,0.0585,122.467,0.0827
78770,Anime,Project Destati,Another Side,5SmnIJ2ulLBKCpj0yMvSeI,,0.731,0.198,271377,0.265,0.957,C#,0.142,-16.107,Major,0.0318,70.345,0.049
78771,Blues,Robert Johnson,32-20 Blues,3bQAoAuhhIinrbPaaCqu80,,0.957,0.614,170640,0.187,0.000133,A,0.11,-14.491,Minor,0.124,185.141,0.478
78772,Electronic,Justice,Brianvision,0c1CDesbrjlMtupYaTDDIA,,0.044,0.626,191880,0.567,0.887,A#,0.155,-8.455,Major,0.0464,110.027,0.0345
78773,Soundtrack,Thomas Newman,The Divers,0qSBReaajePapTi4cYSAIJ,,0.949,0.254,116533,0.111,0.942,B,0.622,-16.874,Minor,0.0326,70.571,0.0374
78774,Country,Cypress Spring,Denim,3LcwVgEz2TCXcnlgpcei3S,,0.0368,0.689,205685,0.739,0,G,0.125,-4.397,Major,0.0271,141.995,0.407
78775,Country,Billy Ray Cyrus,"Ready, Set, Don't Go",4SSUj4OC7giqpMNCqSQSCf,,0.35,0.477,228453,0.72,0,D,0.158,-5.341,Major,0.0379,76.91,0.424
78776,Blues,Woody Guthrie,Goodnight Little Arlo (Goodnight Little Darlin'),2BxQTBn9PvfdnMJ1frMHA5,,0.994,0.691,196560,0.136,0.0492,D,0.154,-16.086,Major,0.0616,113.544,0.742
78777,Children's Music,Cast - Mickey Mouse Clubhouse,"A Jingle Jangle Jingle Ride - From ""Mickey Mouse Clubhouse""",3ptVousosHr5kRG5zzed7J,,0.399,0.616,86011,0.775,0,G,0.267,-2.255,Major,0.0324,159.861,0.857
78778,Blues,Susan Tedeschi,"Don't Think Twice, It's All Right - Live",7eG1BnCa7VYmbNM5uMuCRN,,0.596,0.461,274013,0.418,0.0000015,C,0.973,-7.076,Major,0.0444,80.773,0.338
78779,Country,Mark Wills,Looking for America,32WGqV7YUfh2RmkeLWf2X7,,0.461,0.435,220347,0.821,0.0000015,B,0.342,-3.55,Major,0.0539,147.645,0.377
78780,Anime,Joe Hisaishi,"????????????????????????????????, Mov. 1.",5e6kIDoYtZIFwBy1bS5tiq,,0.936,0.418,580107,0.314,0.836,D,0.147,-11.437,Major,0.0397,103.783,0.131
78781,Opera,Vincenzo Bellini,La Straniera: Act II: Scene 14 - Sono all'ara,7lDSnQjXpascq53hEFxpHg,,0.969,0.29,314867,0.121,0.00147,A#,0.12,-19.126,Major,0.0474,86.791,0.0364
78782,Opera,Jacques Offenbach,"Offenbach: Les Contes d'Hoffmann, Act 4: No. 13, Barcarolle, ""Belle nuit, ô nuit d'amour"" (Orchestral Version)",0GiDL6rOyifDtUIepitoYb,,0.923,0.218,184293,0.141,0.81,D,0.299,-17.342,Major,0.0332,88.172,0.133
78783,Electronic,Alison Wonderland,Sugar High,6QDGl9AD9slEmj1dOTfBib,,0.00118,0.535,205664,0.779,0.00000599,F#,0.233,-4.934,Minor,0.0848,129.044,0.545
78784,Movie,David Tomlinson,"The Beautiful Briny - From ""Bedknobs and Broomsticks""/Soundtrack Version",5EEht39lvEcN6S8CGxs5g0,,0.888,0.588,239760,0.356,0,D#,0.152,-9.77,Major,0.0418,111.011,0.523
78785,Children's Music,Hap Palmer,The Compost Bin - Sing Along Track,1OZuiUJ33P97yjbUjneEHw,,0.0513,0.714,132360,0.53,0.712,E,0.688,-14.291,Major,0.0303,126.569,0.785
78786,Country,Chase Rice,Do It Like This,18ibIii1zC45oFZdSzSKpr,,0.01,0.522,215200,0.941,0,C#,0.0818,-4.484,Major,0.0543,168.027,0.564
78787,Soundtrack,Klaus Doldinger,Fantasia,1xoH8wFRhxNTCD6Bc7E8V2,,0.976,0.329,54453,0.0794,0.00169,B,0.0921,-21.259,Major,0.0335,71.252,0.0376
78788,Opera,Giacomo Puccini,"Madama Butterfly, Act II: Un bel di vedremo (Butterfly)",45op7TGNQJkHViY4or9eP7,,0.985,0.159,278547,0.0912,0.00553,F#,0.103,-19.748,Major,0.0486,81.021,0.06
78789,Folk,Billie Marten,Roots,3M9yVArbLWa5IwrWlj6Axq,,0.934,0.597,289133,0.533,0.208,B,0.167,-11.983,Major,0.0319,134.047,0.236
78790,Reggae,Toots & The Maytals,A Song Call Marley,5TKCU1QFcCyh5WkEqmfOFE,,0.0226,0.838,215474,0.42,0.00514,D#,0.0695,-10.555,Major,0.0328,100.006,0.735
78791,Opera,Giacomo Puccini,"Madama Butterfly, Act II: Povera Butterfly (Suzuki, Sharpless, Butterfly)",3mbQhsLHqmwMXwtU1iedXr,,0.943,0.377,159240,0.126,0.0000228,C,0.272,-20.972,Major,0.0469,59.856,0.223
78792,Blues,Black Rebel Motorcycle Club,King of Bones,1ByxhS5YLHkg0lwEG83Ipc,,0.00446,0.486,236725,0.875,0.0864,B,0.0899,-5.695,Minor,0.0455,120.045,0.321
78793,R&B,OSHUN,Solar Plexus,2iEyH6VId86bdxXduzFWND,,0.118,0.5,237893,0.471,0,C#,0.102,-10.363,Major,0.269,139.841,0.421
78794,A Capella,Glad,Receive the Glory,5vPd4b35pDqo7Mwe2POO4D,,0.83,0.384,198400,0.172,0,A#,0.195,-9.962,Major,0.0333,122.06,0.174
78795,Ska,Tunnel Vision,Liquid Fun,7900ZJom6ctKTWVyF26C80,,0.000194,0.519,161120,0.656,0.00114,C,0.111,-6.035,Minor,0.0746,89.37,0.784
78796,Jazz,Roy Ayers,Liquid Love,1uOgZkPPwGgya04nRoM1wy,,0.0812,0.463,286533,0.6,0.0437,A#,0.036,-6.968,Minor,0.0259,82.623,0.652
78797,Reggae,Passafire,Laquiji,5otqKhgzk2PdHx0AD48BLD,,0.0867,0.609,209640,0.696,0,C#,0.0757,-4.963,Minor,0.0688,139.209,0.888
78798,World,Sean Feucht,Promises (Live),4lgSIOlzDZOZ7wGa5eqEFt,,0.0248,0.436,458933,0.737,0.0213,D#,0.112,-6.998,Minor,0.0309,91.992,0.0763
78799,Blues,Lynyrd Skynyrd,Roll Gypsy Roll,5HfPT29YVbQeytwrbc3pQR,,0.234,0.436,171000,0.69,0,C,0.262,-9.569,Major,0.027,94.254,0.641
78800,Alternative,Trevor Daniel,Come Over,4VATQThyJLtI00ajwJTuc9,,0.323,0.734,162743,0.621,0,C#,0.098,-8.249,Minor,0.169,89.977,0.374
78801,Movie,Randy Newman,I Know This Story,3fAmOueN9wGMcwP7bAWuUh,,0.87,0.259,326240,0.117,0.045,G,0.264,-16.672,Major,0.0376,130.231,0.0443
